Date,Day,Month,Year,Customer_Age,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Revenue,Cost,YearMonth
2013-09-27,27,September,2013,46,F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5.36,18,84,16,2013-September
2013-07-21,21,July,2013,43,F,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540.0,158,552,344,2013-July
2013-12-21,21,December,2013,30,F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578.0,942,3163,2171,2013-December
2013-09-29,29,September,2013,37,M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35.0,436,811,325,2013-September
2013-11-07,7,November,2013,37,F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54.0,14,946,882,2013-November
2013-12-04,4,December,2013,54,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2.144,10,70,10,2013-December
2013-07-17,17,July,2013,38,M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",1,1898,3375.0,870,2818,1898,2013-July
2013-11-14,14,November,2013,35,M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54.0,80,802,672,2013-November
2013-12-26,26,December,2013,38,F,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5.0,37,115,28,2013-December
2013-08-02,2,August,2013,40,M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9.0,136,255,69,2013-August
2013-12-28,28,December,2013,34,F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10.72,133,275,92,2013-December
2013-11-17,17,November,2013,17,M,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,29,11,30.0,516,885,319,2013-November
2013-11-17,17,November,2013,40,M,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5.0,55,143,38,2013-November
2013-08-05,5,August,2013,48,F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",1,9,24.0,15,74,9,2013-August
2013-12-25,25,December,2013,56,M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,17,8,23.584000000000003,156,342,136,2013-December
2013-09-20,20,September,2013,26,F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",25,42,54.0,287,1387,1050,2013-September
2013-10-12,12,October,2013,31,M,France,Garonne (Haute),Clothing,Gloves,"Half-Finger Gloves, S",3,9,24.0,41,118,27,2013-October
2013-02-19,19,February,2013,38,F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578.0,763,2984,2171,2013-February
2013-09-14,14,September,2013,37,F,United States,California,Accessories,Fenders,Fender Set - Mountain,15,8,23.584000000000003,203,373,120,2013-September
2013-11-06,6,November,2013,41,F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35.0,471,872,351,2013-November
2013-10-15,15,October,2013,36,M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1823.4720000000002,584,1717,1083,2013-October
2013-09-28,28,September,2013,27,F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320.0,683,1999,1266,2013-September
2013-09-24,24,September,2013,34,F,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54.0,41,847,756,2013-September
2013-12-10,10,December,2013,34,M,Australia,Victoria,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",5,38,50.0,8,248,190,2013-December
2013-04-14,14,April,2013,28,F,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1200.64,161,924,713,2013-April
2013-09-17,17,September,2013,46,M,Australia,Tasmania,Clothing,Vests,"Classic Vest, M",6,24,64.0,167,361,144,2013-September
2013-12-11,11,December,2013,31,F,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,8,3,8.0,37,111,24,2013-December
2013-10-24,24,October,2013,19,M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35.0,425,852,377,2013-October
2013-10-13,13,October,2013,19,M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5.36,51,155,54,2013-October
2013-10-15,15,October,2013,40,F,Australia,Victoria,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384.0,401,1933,1482,2013-October
2013-12-09,9,December,2013,21,F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2.0,19,95,26,2013-December
2013-08-14,14,August,2013,28,M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,10,2,5.0,28,98,20,2013-August
2013-11-19,19,November,2013,35,M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,17,1,4.0,39,106,17,2013-November
2013-12-16,16,December,2013,21,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,37.52,362,633,221,2013-December
2013-07-10,10,July,2013,52,M,France,Essonne,Accessories,Cleaners,Bike Wash - Dissolver,18,3,8.0,84,188,54,2013-July
2013-12-11,11,December,2013,49,M,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",12,9,25.728,174,332,108,2013-December
2013-11-30,30,November,2013,24,M,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, M",8,26,70.0,251,509,208,2013-November
2013-07-22,22,July,2013,34,F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5.36,2,54,2,2013-July
2013-08-16,16,August,2013,30,F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5.36,34,120,36,2013-August
2013-11-02,2,November,2013,36,M,Australia,Tasmania,Accessories,Tires and Tubes,HL Road Tire,13,12,33.0,191,397,156,2013-November
2013-12-29,29,December,2013,24,M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2487.04,1008,2324,1266,2013-December
2013-12-19,19,December,2013,27,M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,2,8,21.0,24,90,16,2013-December
2013-12-25,25,December,2013,38,M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35.0,126,280,104,2013-December
2013-12-13,13,December,2013,29,M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2.0,7,66,9,2013-December
2013-12-04,4,December,2013,45,M,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10.0,80,198,68,2013-December
2013-10-05,5,October,2013,29,M,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295.0,882,2184,1252,2013-October
2013-10-17,17,October,2013,27,M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35.0,17,80,13,2013-October
2013-10-01,1,October,2013,27,F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5.36,12,72,10,2013-October
2013-10-04,4,October,2013,28,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,37.52,256,462,156,2013-October
2013-10-31,31,October,2013,32,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,37.52,320,565,195,2013-October
2013-12-07,7,December,2013,34,F,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",1,344,578.88,77,471,344,2013-December
2013-12-10,10,December,2013,34,M,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, L",8,9,24.0,80,202,72,2013-December
2013-08-16,16,August,2013,30,M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5.0,56,144,38,2013-August
2013-11-29,29,November,2013,23,M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2.0,25,100,25,2013-November
2013-07-15,15,July,2013,58,M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295.0,1020,2322,1252,2013-July
2013-08-28,28,August,2013,35,M,United States,Washington,Accessories,Tires and Tubes,HL Mountain Tire,20,13,37.52,286,596,260,2013-August
2013-09-01,1,September,2013,40,M,United Kingdom,England,Clothing,Socks,"Racing Socks, L",13,3,9.0,73,162,39,2013-September
2013-03-15,15,March,2013,30,F,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 48",1,295,578.88,234,579,295,2013-March
2013-10-13,13,October,2013,21,F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5.0,24,94,20,2013-October
2013-07-02,2,July,2013,35,F,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5.0,31,113,32,2013-July
2013-12-12,12,December,2013,51,F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54.0,21,449,378,2013-December
2013-10-23,23,October,2013,27,F,United States,Washington,Accessories,Tires and Tubes,LL Road Tire,12,8,22.512,101,247,96,2013-October
2013-08-15,15,August,2013,32,F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5.36,12,70,8,2013-August
2013-08-11,11,August,2013,56,M,Australia,Tasmania,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2.0,4,61,7,2013-August
2013-09-03,3,September,2013,46,F,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,29,13,37.52,496,923,377,2013-September
2013-11-03,3,November,2013,27,F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35.0,377,726,299,2013-November
2013-09-03,3,September,2013,48,M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35.0,366,689,273,2013-September
2013-11-13,13,November,2013,37,F,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2555.648,378,1910,1482,2013-November
2013-11-16,16,November,2013,34,M,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",30,38,50.0,165,1355,1140,2013-November
2013-09-13,13,September,2013,26,F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,8,4,10.72,46,128,32,2013-September
2013-10-26,26,October,2013,47,M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 62",1,487,839.3760000000001,124,661,487,2013-October
2013-07-04,4,July,2013,29,F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3835.6160000000004,1335,3556,2171,2013-July
2013-10-20,20,October,2013,36,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,37.52,447,770,273,2013-October
2013-11-22,22,November,2013,57,F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2.144,7,70,13,2013-November
2013-10-20,20,October,2013,43,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5.0,28,102,24,2013-October
2013-12-03,3,December,2013,22,F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2460.2400000000002,997,2299,1252,2013-December
2013-12-15,15,December,2013,44,F,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 48",1,487,839.3760000000001,124,661,487,2013-December
2013-08-07,7,August,2013,24,F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,26,3,8.576,126,254,78,2013-August
2013-12-04,4,December,2013,37,F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35.0,489,903,364,2013-December
2013-11-01,1,November,2013,39,F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540.0,174,568,344,2013-November
2013-12-02,2,December,2013,27,F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,29,7,9.0,55,308,203,2013-December
2013-12-02,2,December,2013,36,F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35.0,293,603,260,2013-December
2013-08-01,1,August,2013,31,F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",30,42,54.0,344,1654,1260,2013-August
2013-08-19,19,August,2013,40,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35.0,217,397,130,2013-August
2013-07-05,5,July,2013,35,F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5.36,52,138,36,2013-July
2013-09-06,6,September,2013,48,M,United States,California,Clothing,Caps,AWC Logo Cap,19,7,9.648,35,218,133,2013-September
2013-12-29,29,December,2013,41,M,Canada,British Columbia,Accessories,Tires and Tubes,LL Mountain Tire,8,9,25.0,126,248,72,2013-December
2013-08-26,26,August,2013,26,M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5.0,21,85,14,2013-August
2013-09-25,25,September,2013,29,F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578.0,942,3163,2171,2013-September
2013-09-02,2,September,2013,41,F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35.0,455,882,377,2013-September
2013-12-19,19,December,2013,52,M,Australia,Victoria,Bikes,Touring Bikes,"Touring-3000 Blue, 50",1,461,742.0,125,636,461,2013-December
2013-01-16,16,January,2013,35,M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2460.2400000000002,722,2024,1252,2013-January
2013-12-07,7,December,2013,23,M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,19,1,4.0,43,112,19,2013-December
2013-08-11,11,August,2013,30,M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5.0,6,60,4,2013-August
2013-09-22,22,September,2013,48,F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2.144,12,74,12,2013-September
2013-09-19,19,September,2013,42,F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9.0,109,231,72,2013-September
2013-09-16,16,September,2013,30,F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2.0,28,107,29,2013-September
2013-09-11,11,September,2013,27,M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2.144,13,87,24,2013-September
2013-10-15,15,October,2013,33,F,Australia,South Australia,Accessories,Cleaners,Bike Wash - Dissolver,22,3,8.0,78,194,66,2013-October
2013-11-16,16,November,2013,31,M,France,Seine (Paris),Clothing,Gloves,"Half-Finger Gloves, L",6,9,24.0,64,168,54,2013-November
2013-11-26,26,November,2013,35,F,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,4,3,8.0,20,82,12,2013-November
2013-12-12,12,December,2013,40,F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4.288,55,124,19,2013-December
2013-11-30,30,November,2013,25,F,Australia,South Australia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5.0,29,107,28,2013-November
2013-10-26,26,October,2013,52,F,Germany,Hessen,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",2,38,50.0,17,143,76,2013-October
2013-12-07,7,December,2013,29,M,France,Hauts de Seine,Clothing,Vests,"Classic Vest, S",23,24,64.0,817,1419,552,2013-December
2013-09-15,15,September,2013,25,M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2.0,14,79,15,2013-September
2013-09-08,8,September,2013,46,M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5.0,70,170,50,2013-September
2013-10-26,26,October,2013,22,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10.0,14,76,12,2013-October
2013-06-14,14,June,2013,48,F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540.0,83,477,344,2013-June
2013-12-24,24,December,2013,30,F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5.0,13,75,12,2013-December
2013-08-08,8,August,2013,36,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,37.52,277,496,169,2013-August
2013-07-25,25,July,2013,47,M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5.0,12,72,10,2013-July
2013-08-03,3,August,2013,30,M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,824.368,334,804,420,2013-August
2013-04-21,21,April,2013,29,M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701.0,550,1683,1083,2013-April
2013-09-30,30,September,2013,21,F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2.144,16,94,28,2013-September
2013-09-10,10,September,2013,31,M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",23,38,50.0,265,1189,874,2013-September
2013-12-23,23,December,2013,38,M,United States,California,Clothing,Vests,"Classic Vest, S",9,24,68.608,348,614,216,2013-December
2013-12-28,28,December,2013,47,M,United States,California,Accessories,Tires and Tubes,LL Road Tire,3,8,22.512,38,112,24,2013-December
2013-08-08,8,August,2013,43,M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2.144,5,62,7,2013-August
2013-12-17,17,December,2013,33,M,Australia,Queensland,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384.0,521,2053,1482,2013-December
2013-10-02,2,October,2013,36,M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50.0,120,626,456,2013-October
2013-11-24,24,November,2013,41,M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5.36,19,89,20,2013-November
2013-09-14,14,September,2013,49,M,France,Hauts de Seine,Clothing,Caps,AWC Logo Cap,15,7,9.0,21,176,105,2013-September
2013-11-10,10,November,2013,50,F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,3,8,23.584000000000003,27,101,24,2013-November
2013-10-29,29,October,2013,47,F,Germany,Hamburg,Accessories,Fenders,Fender Set - Mountain,11,8,22.0,137,275,88,2013-October
2013-02-25,25,February,2013,32,F,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120.0,362,1125,713,2013-February
2013-12-08,8,December,2013,18,M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35.0,190,409,169,2013-December
2013-08-27,27,August,2013,17,F,Germany,Hessen,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5.0,3,55,2,2013-August
2013-12-10,10,December,2013,57,F,United States,California,Accessories,Tires and Tubes,HL Road Tire,19,12,35.376000000000005,386,664,228,2013-December
2013-12-07,7,December,2013,39,M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2.0,21,100,29,2013-December
2013-10-21,21,October,2013,45,F,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5.0,42,130,38,2013-October
2013-12-06,6,December,2013,45,F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35.0,281,500,169,2013-December
2013-09-22,22,September,2013,45,F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578.0,942,3163,2171,2013-September
2013-12-08,8,December,2013,32,F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5.36,2,54,2,2013-December
2013-10-17,17,October,2013,29,M,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5.0,34,116,32,2013-October
2013-08-19,19,August,2013,30,M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3835.6160000000004,1335,3556,2171,2013-August
2013-11-13,13,November,2013,43,M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,17,13,37.52,362,633,221,2013-November
2013-12-19,19,December,2013,19,M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5.0,73,175,52,2013-December
2013-10-19,19,October,2013,30,F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,14,9,25.0,161,337,126,2013-October
2013-08-23,23,August,2013,49,F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5.36,44,124,30,2013-August
2013-10-01,1,October,2013,31,F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",19,42,54.0,95,943,798,2013-October
2013-12-25,25,December,2013,19,F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578.0,942,3163,2171,2013-December
2013-12-11,11,December,2013,35,M,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320.0,799,2115,1266,2013-December
2013-10-10,10,October,2013,21,M,Australia,New South Wales,Accessories,Hydration Packs,Hydration Pack - 70 oz.,27,21,55.0,725,1342,567,2013-October
2013-08-08,8,August,2013,61,M,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5.36,9,67,8,2013-August
2013-10-09,9,October,2013,26,F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5.36,48,140,42,2013-October
2013-05-10,10,May,2013,37,F,Germany,Saarland,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120.0,205,968,713,2013-May
2013-11-08,8,November,2013,43,F,Canada,British Columbia,Accessories,Tires and Tubes,LL Mountain Tire,16,9,25.0,252,446,144,2013-November
2013-12-28,28,December,2013,24,F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,170.448,678,1141,413,2013-December
2013-08-24,24,August,2013,29,F,United States,California,Accessories,Tires and Tubes,LL Road Tire,9,8,22.512,113,235,72,2013-August
2013-09-20,20,September,2013,18,F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",1,42,54.0,11,103,42,2013-September
2013-10-13,13,October,2013,31,M,Germany,Bayern,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443.0,900,2469,1519,2013-October
2013-08-17,17,August,2013,34,M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3835.6160000000004,1335,3556,2171,2013-August
2013-10-29,29,October,2013,34,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5.36,32,104,22,2013-October
2013-11-20,20,November,2013,21,F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",4,26,75.04,170,324,104,2013-November
2013-12-11,11,December,2013,56,M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35.0,73,188,65,2013-December
2013-12-26,26,December,2013,29,F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742.0,185,696,461,2013-December
2013-12-19,19,December,2013,21,F,Australia,Queensland,Accessories,Tires and Tubes,HL Mountain Tire,12,13,35.0,197,403,156,2013-December
2013-03-18,18,March,2013,52,M,France,Essonne,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443.0,826,2395,1519,2013-March
2013-10-08,8,October,2013,29,M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701.0,550,1683,1083,2013-October
2013-12-27,27,December,2013,28,F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9.648,146,271,75,2013-December
2013-11-02,2,November,2013,46,F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5.0,84,194,60,2013-November
2013-09-21,21,September,2013,21,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35.0,43,119,26,2013-September
2013-11-17,17,November,2013,35,M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578.0,1371,3592,2171,2013-November
2013-09-19,19,September,2013,18,M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,23,1,4.0,65,138,23,2013-September
2013-12-24,24,December,2013,42,M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120.0,205,968,713,2013-December
2013-01-05,5,January,2013,30,M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540.0,174,568,344,2013-January
2013-09-01,1,September,2013,31,M,France,Loiret,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",11,38,50.0,72,540,418,2013-September
2013-02-18,18,February,2013,44,M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120.0,172,935,713,2013-February
2013-11-10,10,November,2013,28,M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30.0,168,317,99,2013-November
2013-10-09,9,October,2013,33,F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35.0,295,579,234,2013-October
2013-12-20,20,December,2013,30,M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2460.2400000000002,538,1840,1252,2013-December
2013-10-31,31,October,2013,58,F,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,4,8,22.0,45,127,32,2013-October
2013-11-29,29,November,2013,47,F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384.0,807,2339,1482,2013-November
2013-09-20,20,September,2013,18,F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5.0,35,109,24,2013-September
2013-12-29,29,December,2013,19,F,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,2,1,4.288,4,56,2,2013-December
2013-11-02,2,November,2013,27,F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701.0,550,1683,1083,2013-November
2013-11-05,5,November,2013,39,F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5.36,46,144,48,2013-November
2013-09-07,7,September,2013,53,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2.144,10,70,10,2013-September
2013-05-17,17,May,2013,25,M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443.0,790,2395,1555,2013-May
2013-12-25,25,December,2013,33,F,United States,California,Clothing,Caps,AWC Logo Cap,28,7,9.648,51,297,196,2013-December
2013-11-18,18,November,2013,35,M,Germany,Hamburg,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5.0,42,124,32,2013-November
2013-09-18,18,September,2013,41,F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",5,42,54.0,17,277,210,2013-September
2013-10-22,22,October,2013,17,F,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5.0,3,55,2,2013-October
2013-11-02,2,November,2013,57,M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5.0,59,165,56,2013-November
2013-10-08,8,October,2013,54,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2.144,26,103,27,2013-October
2013-11-29,29,November,2013,29,F,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, S",19,9,24.0,189,410,171,2013-November
2013-10-12,12,October,2013,29,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35.0,173,327,104,2013-October
2013-08-28,28,August,2013,60,F,United States,California,Accessories,Fenders,Fender Set - Mountain,21,8,23.584000000000003,285,503,168,2013-August
2013-11-21,21,November,2013,45,F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295.0,1020,2322,1252,2013-November
2013-11-20,20,November,2013,34,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2.144,23,97,24,2013-November
2013-09-08,8,September,2013,29,M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2.0,19,95,26,2013-September
2013-08-21,21,August,2013,43,F,Germany,Hamburg,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35.0,469,831,312,2013-August
